id,firstName,lastName,primaryNumber,birthDate,height,weight,batSide,pitchHand
592779,Brock,Stewart,41,10/3/1991,"6' 3""",220,L,R
701398,Sal,Stewart,27,12/7/2003,"6' 1""",224,R,R
476594,Robert,Stock,89,11/21/1989,"6' 1""",260,L,R
596115,Trevor,Story,10,11/15/1992,"6' 1""",209,R,R
681082,Bryson,Stott,5,10/6/1997,"6' 0""",200,L,R
669065,Kyle,Stowers,28,1/2/1998,"6' 2""",215,L,L
621381,Matthew,Strahm,25,11/12/1991,"6' 2""",190,R,L
676702,Hunter,Stratton,63,11/17/1996,"6' 4""",225,R,R
664702,Myles,Straw,3,10/17/1994,"5' 9""",178,R,R
675911,Spencer,Strider,99,10/28/1998,"6' 0""",195,R,R
669704,Randall,Strowd,24,9/17/1997,"6' 2""",200,R,R
657265,Peter,Strzelecki,58,10/24/1994,"6' 2""",210,R,R
596117,Garrett,Stubbs,21,5/26/1993,"5' 9""",170,L,R
544150,Albert,Suárez,50,10/8/1989,"6' 3""",235,R,R
553993,Eugenio,Suárez,28,7/18/1991,"5' 11""",213,R,R
660761,José,Suarez,54,1/3/1998,"5' 10""",225,L,L
624133,Ranger,Suarez,55,8/26/1995,"6' 1""",217,L,L
663158,Robert,Suarez,75,3/1/1991,"6' 2""",210,R,R
608372,Tomoyuki,Sugano,11,10/11/1989,"6' 1""",227,R,R
664954,Brett,Sullivan,26,2/22/1994,"5' 11""",190,L,R
807743,Sean,Sullivan,45,7/22/2002,"6' 4""",200,R,L
642121,Cole,Sulser,71,3/12/1990,"6' 0""",200,R,R
691740,Daniel,Susac,6,5/14/2001,"6' 5""",210,R,R
608718,Brent,Suter,39,8/29/1989,"6' 4""",213,L,L
673548,Seiya,Suzuki,27,8/18/1994,"5' 11""",182,R,R
694335,Matthew,Svanson,49,1/31/1999,"6' 5""",235,R,R
621020,James,Swanson,7,2/11/1994,"6' 0""",190,R,R
592791,Jameson,Taillon,56,11/18/1991,"6' 5""",230,R,R
665487,Fernando,Tatis,23,1/2/1999,"6' 3""",217,R,R
665750,Leody,Taveras,30,9/8/1998,"6' 2""",210,S,R
694374,Timothy,Tawa,13,4/7/1999,"5' 11""",205,R,R
691799,Grant,Taylor,31,5/20/2002,"6' 3""",230,R,R
669392,Samad,Taylor,0,7/11/1998,"5' 8""",160,R,R
621438,Tyrone,Taylor,55,1/22/1994,"6' 0""",218,R,R
691019,Kyle,Teel,8,2/15/2002,"5' 11""",210,L,R
642133,Ryan,Tellez,44,3/16/1995,"6' 3""",273,L,L
677588,José,Tena,8,3/20/2001,"5' 10""",195,L,R
678906,Kai-Wei,Teng,17,12/1/1998,"6' 4""",241,R,R
693713,Emiliano,Teodo,56,2/14/2001,"6' 1""",165,R,R
669326,Bryce,Teodosio,22,6/18/1999,"6' 2""",220,R,L
573204,Caleb,Thielbar,24,1/31/1987,"6' 0""",205,R,L
677950,Alek,Thomas,9,4/28/2000,"5' 9""",175,L,L
687515,Colby,Thomas,,1/26/2001,"5' 10""",190,R,R
657041,Lane,Thomas,20,8/23/1995,"5' 11""",195,R,R
671162,Sidney,Thomas,50,5/29/1998,"6' 0""",200,L,L
624522,Keegan,Thompson,34,3/13/1995,"6' 1""",197,R,R
657044,Ryan,Thompson,81,6/26/1992,"6' 5""",210,R,R
694514,Sterlin,Thompson,30,6/26/2001,"6' 3""",209,L,R
663423,Trent,Thornton,49,9/30/1993,"6' 0""",190,R,R
804267,Zachary,Thornton,49,1/17/2002,"6' 3""",170,L,L
694918,Janzen,Tidwell,46,6/8/2001,"6' 3""",244,R,R
694357,Tariq,Tiedemann,33,8/18/2002,"6' 4""",220,L,L
669911,Michael,Toglia,48,8/16/1998,"6' 5""",226,S,L
686475,Tyler,Tolbert,2,1/27/1998,"5' 10""",185,R,R
801139,Payton,Tolle,70,11/1/2002,"6' 6""",250,L,L
680899,Erik,Tolman,73,6/3/1999,"6' 2""",193,L,L
804636,Jonah,Tong,21,6/19/2003,"6' 1""",180,R,R
623437,Justin,Topa,56,3/7/1991,"6' 4""",200,R,R
679529,Spencer,Torkelson,20,8/26/1999,"6' 1""",220,R,R
620443,Luis,Torrens,13,5/2/1996,"5' 11""",217,R,R
663494,Bryan,Torres,39,7/2/1997,"5' 7""",165,L,R
650402,Gleyber,Torres,25,12/13/1996,"5' 10""",205,R,R
678662,Ezequiel,Tovar,14,8/1/2001,"6' 0""",192,R,R
666211,Taylor,Trammell,26,9/13/1997,"6' 1""",220,L,L
595014,Blake,Treinen,49,6/30/1988,"6' 5""",225,R,R
624431,Jose,Trevino,35,11/28/1992,"5' 9""",215,R,R
701649,James,Triantos,5,1/29/2003,"5' 11""",195,R,R
669707,Jared,Triolo,19,2/8/1998,"6' 3""",212,R,R
642152,Lou,Trivino III,,10/1/1991,"6' 5""",232,R,R
644433,Chadwick,Tromp,14,3/21/1995,"5' 8""",221,R,R
545361,Michael,Trout,27,8/7/1991,"6' 1""",235,R,R
694371,Thomas,Troy,9,1/17/2002,"5' 9""",197,R,R
663656,Kyle,Tucker,23,1/17/1997,"6' 3""",212,L,R
814305,Yunior,Tur,70,8/9/1999,"6' 6""",208,R,R
668930,Brice,Turang,2,11/21/1999,"6' 0""",190,L,R
607208,Trea,Turner,7,6/30/1993,"6' 1""",185,R,R
700413,Tyler,Uberstine,,6/1/1999,"6' 1""",200,R,R
699044,Miguel,Ullola,66,6/19/2002,"6' 1""",205,R,R
700712,Walbert,Ureña,57,1/25/2004,"6' 0""",210,R,R
649966,Luis,Urías,48,6/3/1997,"5' 9""",202,R,R
602104,Ramón,Urías,29,6/3/1994,"5' 9""",185,R,R
682842,Abner,Uribe,45,6/20/2000,"6' 3""",205,R,R
664353,José,Urquidy,70,5/1/1995,"6' 0""",225,R,R
699013,Esmerlyn,Valdez,55,1/27/2004,"6' 2""",234,R,R
664285,Framber,Valdez,59,11/19/1993,"5' 11""",230,R,L
680664,Eduardo,Valencia,32,1/25/2000,"6' 1""",180,R,R
678218,Brandon,Valenzuela,59,10/2/2000,"6' 0""",225,S,R
671655,George,Valera,7,11/13/2000,"5' 10""",195,L,L
676568,Ricky,Vanasco,,10/13/1998,"6' 3""",180,R,R
669310,Cornelis,Van Eyk,58,9/15/1998,"6' 1""",198,R,R
701121,Logan,VanWey,64,2/14/1999,"6' 2""",205,R,R
672841,Carlos ,Vargas,54,10/13/1999,"6' 4""",210,R,R
545121,Ildemaro,Vargas,6,7/16/1991,"5' 11""",202,S,R
678246,Miguel,Vargas,20,11/17/1999,"6' 2""",225,R,R
681402,Augustus,Varland,47,11/6/1996,"6' 1""",225,L,R
686973,Louis,Varland,77,12/9/1997,"6' 1""",205,L,R
662139,Daulton,Varsho,18,7/2/1996,"5' 8""",207,L,R
681190,Randy,Vásquez,98,11/3/1998,"6' 0""",165,R,R
683734,Andrew,Vaughn,28,4/3/1998,"5' 10""",215,R,R
543877,Christian,Vázquez,2,8/21/1990,"5' 8""",205,R,R
676679,Luis,Vázquez,52,10/10/1999,"6' 0""",165,R,R
691728,Zachary,Veen,13,12/12/2001,"6' 3""",243,L,R
592826,Vincent,Velasquez,67,6/7/1992,"6' 3""",210,R,R
623205,Andrew,Velazquez,45,7/14/1994,"5' 8""",170,S,R
676369,Nelson,Velázquez,30,12/26/1998,"5' 11""",190,R,R
434378,Justin,Verlander,35,2/20/1983,"6' 5""",240,R,R
681911,Alexander,Vesia,51,4/11/1996,"6' 1""",209,L,L
676684,William,Vest,19,6/6/1995,"6' 0""",180,R,R
668901,Mark,Vientos,27,12/11/1999,"6' 3""",185,R,R
663837,Matthew,Vierling,8,9/16/1996,"6' 1""",205,R,R
668723,Ryan,Vilade,26,2/18/1999,"6' 1""",226,R,R
678391,Jorbit,Vivas,84,3/9/2001,"5' 9""",171,L,R
680767,Victor,Vodnik,38,10/9/1999,"6' 0""",216,R,R
683011,Anthony,Volpe,11,4/28/2001,"5' 10""",197,R,R
608723,Austin,Voth,,6/26/1992,"6' 2""",215,R,R
608379,Michael,Wacha,52,7/1/1991,"6' 6""",215,R,R
664774,LaMonte,Wade,31,1/1/1994,"5' 11""",215,L,L
676572,Eric,Wagaman,39,8/14/1997,"6' 4""",210,R,R
695238,William,Wagner,7,7/29/1998,"6' 0""",210,L,R
621097,Jacob,Waguespack,58,11/5/1993,"6' 6""",228,R,R
686610,Kenneth,Waldichuk,52,1/8/1998,"6' 4""",220,L,L
694462,Hurston,Waldrep,64,3/1/2002,"6' 2""",210,R,R
663362,Matthew,Waldron,56,9/26/1996,"6' 2""",185,R,R
814439,Ryan,Waldschmidt,15,10/7/2002,"6' 0""",205,R,R
572233,Christian,Walker,8,3/28/1991,"5' 11""",208,R,R
691023,Jordan,Walker,18,5/22/2002,"6' 6""",250,R,R
677020,Joshua,Walker,61,12/1/1994,"6' 6""",225,L,L
676254,Ryan,Walker,74,11/26/1995,"6' 2""",215,R,R
592836,Taijuan,Walker,32,8/13/1992,"6' 4""",235,R,R
670242,Matthew,Wallner,38,12/12/1997,"6' 4""",220,L,R
670764,Taylor,Walls,6,7/10/1996,"5' 9""",185,S,R
622268,Donovan,Walton,29,5/25/1994,"5' 9""",190,L,R
681806,Andrew,Wantz,,10/13/1995,"6' 4""",235,R,R
621493,Joseph,Ward,27,12/14/1993,"6' 0""",205,R,R
669899,Ryan,Ward,67,2/23/1998,"5' 10""",200,L,R
681810,Austin,Warren,44,2/5/1996,"6' 0""",170,R,R
701542,William,Warren,29,6/16/1999,"6' 2""",200,R,R
696135,Kahlil,Watson,31,4/16/2003,"5' 9""",178,L,R
670245,Ryan,Watson,56,11/15/1997,"6' 5""",225,R,R
694360,Beck,Way,44,8/6/1999,"6' 4""",200,R,R
677960,Ryan,Weathers,40,12/17/1999,"6' 1""",230,R,L
596133,Luke,Weaver,18,8/21/1993,"6' 2""",180,R,R
657097,Jacob,Webb,71,8/15/1993,"6' 2""",210,R,R
657277,Logan,Webb,62,11/18/1996,"6' 2""",221,R,R
676620,Blake,Weiman,68,11/5/1995,"6' 3""",225,R,L
674073,John,Weisenburger,82,10/8/1997,"6' 3""",220,R,R
680802,Ryan,Weiss,51,12/10/1996,"6' 4""",210,R,R
669711,Gregory,Weissert,57,2/4/1995,"6' 2""",235,R,R
669224,Austin,Wells,28,7/12/1999,"6' 1""",220,L,R
669330,Tyler,Wells,68,8/26/1994,"6' 8""",270,R,R
673995,Davis,Wendzel,53,5/23/1997,"5' 11""",210,R,R
669713,Hayden,Wesneski,39,12/5/1997,"6' 3""",210,R,R
687721,Cameron,Weston,80,8/27/2000,"6' 2""",215,R,R
802139,Jonathan,Wetherholt,26,9/10/2002,"5' 9""",190,L,R
554430,Zachary,Wheeler,45,5/30/1990,"6' 4""",195,L,R
687931,Carson,Whisenhunt,88,10/20/2000,"6' 3""",225,L,L
694376,Shay,Whitcomb,13,9/28/1998,"6' 0""",202,R,R
642201,Elijah,White,38,6/26/1994,"6' 2""",195,R,R
687985,Joshua,White,59,11/24/2000,"6' 1""",205,R,R
695720,Thomas,White,47,3/2/2003,"6' 0""",220,R,R
676477,Garrett,Whitlock,22,6/11/1996,"6' 5""",222,R,R
696136,Jordan,Wicks,36,9/1/1999,"6' 3""",220,L,L
686894,Joseph,Wiemer,,2/11/1999,"6' 4""",226,R,R
677961,Mitchell,Wilcox,43,7/14/1999,"6' 5""",232,R,R
683363,Matthew,Wilkinson,71,12/10/2002,"6' 1""",250,R,L
675961,Alexander,Williams,12,3/12/1999,"6' 1""",183,R,R
700246,Carson,Williams,7,6/25/2003,"6' 1""",180,R,R
642207,Devin,Williams,38,9/21/1994,"6' 2""",193,R,R
668909,Gavin,Williams,32,7/26/1999,"6' 6""",250,L,R
663897,Lucas,Williams,,8/9/1996,"6' 1""",186,R,R
592866,Trevor,Williams,32,4/25/1992,"6' 3""",231,R,R
810938,Benjamin,Williamson,15,11/5/2000,"6' 0""",210,R,R
682227,Brandon,Williamson,55,4/2/1998,"6' 6""",210,R,L
669060,Bryse,Wilson,41,12/20/1997,"6' 2""",255,R,R
805779,Jacob,Wilson,5,3/30/2002,"6' 2""",190,R,R
642215,Weston,Wilson,31,9/11/1994,"6' 3""",215,R,R
669717,Will,Wilson,7,7/21/1998,"5' 9""",184,R,R
668390,Cole,Winn,60,11/25/1999,"6' 2""",190,R,R
676775,Keaton,Winn,67,2/20/1998,"6' 4""",230,R,R
691026,Masyn,Winn,0,3/21/2002,"5' 9""",185,R,R
685464,Cade,Winquest,63,4/30/2000,"6' 1""",217,R,R
621550,Patrick,Wisdom,35,8/27/1991,"6' 2""",220,R,R
677951,Robert,Witt,7,6/14/2000,"6' 1""",200,R,R
664991,Grant,Wolfram,48,12/12/1996,"6' 7""",250,L,L
657136,Connor,Wong,12,5/19/1996,"5' 10""",190,R,R
693433,Bryan,Woo,22,1/30/2000,"6' 2""",205,R,R
695578,James,Wood,29,9/17/2002,"6' 6""",234,L,R
663765,Jacob,Woodford,,10/28/1996,"6' 4""",215,R,R
605540,Brandon,Woodruff,53,2/10/1993,"6' 4""",241,L,R
680573,Simeon,Woods Richardson,10,9/27/2000,"6' 3""",210,R,R
669398,Gage,Workman,99,10/24/1999,"6' 4""",202,L,R
680736,Justin,Wrobleski,70,7/14/2000,"6' 1""",194,L,L
642851,Robert,Wynns,61,12/10/1990,"6' 1""",190,R,R
808967,Yoshinobu,Yamamoto,18,8/17/1998,"5' 10""",176,R,R
642376,Jefry,Yan,84,8/17/1996,"6' 3""",185,L,L
642232,Ryan,Yarbrough,33,12/31/1991,"6' 5""",205,R,L
573262,Michael,Yastrzemski,18,8/23/1990,"5' 10""",180,L,L
489446,Kirby,Yates,54,3/25/1987,"5' 10""",205,L,R
678868,Eddy,Yean,46,6/25/2001,"6' 3""",265,R,R
592885,Christian,Yelich,22,12/5/1991,"6' 4""",220,L,R
702056,Trey,Yesavage,39,7/28/2003,"6' 4""",225,R,R
684974,Craig,Yoho,23,10/23/1999,"6' 2""",237,R,R
694377,Nicholas,Yorke,38,4/2/2002,"5' 11""",220,R,R
807799,Masataka,Yoshida,7,7/15/1993,"5' 8""",192,L,R
687064,Brandon,Young,63,8/19/1998,"6' 6""",230,R,R
702284,Cole,Young,2,7/29/2003,"5' 10""",180,L,R
664849,Daniel,Young,63,5/27/1994,"6' 3""",200,L,L
696285,Jacob,Young,30,7/27/1999,"5' 11""",192,R,R
676724,Jared,Young,29,7/9/1995,"6' 2""",200,L,R
666171,Ryan,Zeferjahn,56,2/28/1998,"6' 5""",209,R,R
672582,Angel,Zerpa,61,9/27/1999,"6' 0""",237,L,L
669145,Bruce,Zimmermann,54,2/9/1995,"6' 3""",236,L,L
676604,Tyler,Zuber,55,6/16/1995,"5' 11""",195,R,R
670871,Guillermo,Zuñiga,46,10/10/1998,"6' 5""",230,R,R
